,Current_Speed_(knots),Height (cm),Height (ft),Moon Illuminated,Current speed category
4345,0.0,,,0.52,No Current
4346,,234.0,7.68,0.63,
4347,4.6,,,0.63,Strong Current
4348,0.0,,,0.63,No Current
4349,,187.0,6.12,0.63,
4350,4.4,,,0.63,Strong Current
4351,0.0,,,0.63,No Current
4352,,329.0,10.79,0.63,
4353,6.0,,,0.63,Strong Current
4354,0.0,,,0.63,No Current
4355,,12.0,0.41,0.63,
4356,4.3,,,0.63,Strong Current
4357,0.0,,,0.63,No Current
4358,,260.0,8.53,0.73,
4359,4.9,,,0.73,Strong Current
4360,0.0,,,0.73,No Current
4361,,230.0,7.54,0.73,
4362,4.3,,,0.73,Strong Current
4363,0.0,,,0.73,No Current
4364,,315.0,10.33,0.73,
4365,6.4,,,0.73,Strong Current
4366,0.0,,,0.73,No Current
4367,,10.0,0.34,0.73,
4368,5.2,,,0.73,Strong Current
4369,0.0,,,0.82,No Current
4370,,292.0,9.57,0.82,
4371,5.4,,,0.82,Strong Current
4372,0.0,,,0.82,No Current
4373,,248.0,8.14,0.82,
4374,4.4,,,0.82,Strong Current
4375,0.0,,,0.82,No Current
4376,,301.0,9.89,0.82,
4377,6.8,,,0.82,Strong Current
4378,0.0,,,0.82,No Current
4379,,26.0,0.86,0.82,
4380,6.0,,,0.82,Strong Current
4381,0.0,,,0.89,No Current
4382,,316.0,10.36,0.89,
4383,5.8,,,0.89,Strong Current
4384,0.0,,,0.89,No Current
4385,,247.0,8.1,0.89,
4386,4.3,,,0.89,Strong Current
4387,0.0,,,0.89,No Current
4388,,291.0,9.54,0.89,
4389,6.9,,,0.89,Strong Current
4390,0.0,,,0.89,No Current
4391,,35.0,1.16,0.89,
4392,6.3,,,0.89,Strong Current
4393,0.0,,,0.94,No Current
4394,,329.0,10.8,0.94,
4395,6.1,,,0.94,Strong Current
4396,0.0,,,0.94,No Current
4397,,238.0,7.8,0.94,
4398,4.1,,,0.94,Strong Current
4399,0.0,,,0.94,No Current
4400,,284.0,9.31,0.94,
4401,6.7,,,0.94,Strong Current
4402,0.0,,,0.94,No Current
4403,,39.0,1.27,0.94,
4404,6.2,,,0.98,Strong Current
4405,0.0,,,0.98,No Current
4406,,333.0,10.94,0.98,
4407,6.2,,,0.98,Strong Current
4408,0.0,,,0.98,No Current
4409,,227.0,7.44,0.98,
4410,3.8,,,0.98,Strong Current
4411,0.0,,,0.98,No Current
4412,,280.0,9.17,0.98,
4413,6.3,,,0.98,Strong Current
4414,0.0,,,0.98,No Current
4415,,38.0,1.25,0.98,
4416,5.8,,,1.0,Strong Current
4417,0.0,,,1.0,No Current
4418,,332.0,10.9,1.0,
4419,6.1,,,1.0,Strong Current
4420,0.0,,,1.0,No Current
4421,,215.0,7.07,1.0,
4422,3.6,,,1.0,Strong Current
4423,0.0,,,1.0,No Current
4424,,276.0,9.05,1.0,
4425,5.8,,,1.0,Strong Current
4426,0.0,,,1.0,No Current
4427,,33.0,1.09,1.0,
4428,5.2,,,1.0,Strong Current
4429,0.0,,,1.0,No Current
4430,,329.0,10.79,1.0,
4431,5.9,,,1.0,Strong Current
4432,0.0,,,1.0,No Current
4433,,203.0,6.66,1.0,
4434,3.5,,,1.0,Strong Current
4435,0.0,,,1.0,No Current
4436,,272.0,8.91,1.0,
4437,5.3,,,1.0,Strong Current
4438,0.0,,,1.0,No Current
4439,,23.0,0.77,1.0,
4440,4.7,,,0.98,Strong Current
4441,0.0,,,0.98,No Current
4442,,326.0,10.71,0.98,
4443,5.8,,,0.98,Strong Current
4444,0.0,,,0.98,No Current
4445,,188.0,6.17,0.98,
4446,3.6,,,0.98,Strong Current
4447,0.0,,,0.98,No Current
4448,,265.0,8.71,0.98,
4449,5.0,,,0.98,Strong Current
4450,0.0,,,0.98,No Current
4451,,8.0,0.27,0.94,
4452,4.4,,,0.94,Strong Current
4453,0.0,,,0.94,No Current
4454,,326.0,10.68,0.94,
4455,5.8,,,0.94,Strong Current
4456,0.0,,,0.94,No Current
4457,,170.0,5.58,0.94,
4458,3.7,,,0.94,Strong Current
4459,0.0,,,0.94,No Current
4460,,257.0,8.43,0.94,
4461,4.9,,,0.94,Strong Current
4462,0.0,,,0.94,No Current
4463,,15.0,0.48,0.89,
4464,4.3,,,0.89,Strong Current
4465,0.0,,,0.89,No Current
4466,,326.0,10.68,0.89,
4467,5.8,,,0.89,Strong Current
4468,0.0,,,0.89,No Current
4469,,150.0,4.91,0.89,
4470,3.8,,,0.89,Strong Current
4471,0.0,,,0.89,No Current
4472,,247.0,8.1,0.89,
4473,4.8,,,0.89,Strong Current
4474,0.0,,,0.82,No Current
4475,,45.0,1.49,0.82,
4476,4.1,,,0.82,Strong Current
4477,0.0,,,0.82,No Current
4478,,324.0,10.64,0.82,
4479,5.8,,,0.82,Strong Current
4480,0.0,,,0.82,No Current
4481,,127.0,4.18,0.82,
4482,3.7,,,0.82,Strong Current
4483,0.0,,,0.82,No Current
4484,,236.0,7.74,0.82,
4485,4.6,,,0.82,Strong Current
4486,0.0,,,0.74,No Current
4487,,84.0,2.74,0.74,
4488,3.9,,,0.74,Strong Current
4489,0.0,,,0.74,No Current
4490,,321.0,10.52,0.74,
4491,5.6,,,0.74,Strong Current
4492,0.0,,,0.74,No Current
4493,,104.0,3.42,0.74,
4494,3.5,,,0.74,Strong Current
4495,0.0,,,0.74,No Current
4496,,227.0,7.44,0.74,
4497,4.1,,,0.74,Strong Current
4498,0.0,,,0.66,No Current
4499,,127.0,4.17,0.66,
4500,3.6,,,0.66,Strong Current
4501,0.0,,,0.66,No Current
4502,,314.0,10.29,0.66,
4503,5.4,,,0.66,Strong Current
4504,0.0,,,0.66,No Current
4505,,82.0,2.68,0.66,
4506,3.2,,,0.66,Strong Current
4507,0.0,,,0.66,No Current
4508,,222.0,7.29,0.66,
4509,3.6,,,0.66,Strong Current
4510,0.0,,,0.56,No Current
4511,,173.0,5.66,0.56,
4512,3.3,,,0.56,Strong Current
4513,0.0,,,0.56,No Current
4514,,304.0,9.98,0.56,
4515,5.4,,,0.56,Strong Current
4516,0.0,,,0.56,No Current
4517,,60.0,1.96,0.56,
4518,3.1,,,0.56,Strong Current
4519,0.0,,,0.56,No Current
4520,,227.0,7.44,0.56,
4521,3.4,,,0.47,Strong Current
4522,,216.0,7.08,0.47,
4523,0.0,,,0.47,No Current
4524,3.0,,,0.47,Strong Current
4525,0.0,,,0.47,No Current
4526,,294.0,9.65,0.47,
4527,5.7,,,0.47,Strong Current
4528,0.0,,,0.47,No Current
4529,,37.0,1.22,0.47,
4530,3.5,,,0.47,Strong Current
4531,0.0,,,0.47,No Current
4532,,246.0,8.07,0.36,
4533,3.7,,,0.36,Strong Current
4534,0.0,,,0.36,No Current
4535,,251.0,8.25,0.36,
4536,2.8,,,0.36,Strong Current
4537,0.0,,,0.36,No Current
4538,,286.0,9.38,0.36,
4539,6.2,,,0.36,Strong Current
4540,0.0,,,0.36,No Current
4541,,13.0,0.43,0.36,
4542,4.3,,,0.36,Strong Current
4543,0.0,,,0.27,No Current
4544,,273.0,8.96,0.27,
4545,4.3,,,0.27,Strong Current
4546,0.0,,,0.27,No Current
4547,,269.0,8.82,0.27,
4548,2.7,,,0.27,Strong Current
4549,0.0,,,0.27,No Current
4550,,282.0,9.24,0.27,
4551,6.8,,,0.27,Strong Current
4552,0.0,,,0.27,No Current
4553,,13.0,0.42,0.27,
4554,5.3,,,0.27,Strong Current
4555,0.0,,,0.18,No Current
4556,,296.0,9.71,0.18,
4557,4.9,,,0.18,Strong Current
4558,0.0,,,0.18,No Current
4559,,267.0,8.76,0.18,
4560,2.8,,,0.18,Strong Current
4561,0.0,,,0.18,No Current
4562,,283.0,9.29,0.18,
4563,7.1,,,0.18,Strong Current
4564,0.0,,,0.18,No Current
4565,,39.0,1.28,0.18,
4566,6.1,,,0.18,Strong Current
4567,0.0,,,0.1,No Current
4568,,312.0,10.25,0.1,
4569,5.4,,,0.1,Strong Current
4570,0.0,,,0.1,No Current
4571,,255.0,8.37,0.1,
4572,3.0,,,0.1,Strong Current
4573,0.0,,,0.1,No Current
4574,,290.0,9.53,0.1,
4575,7.3,,,0.1,Strong Current
4576,0.0,,,0.1,No Current
4577,,62.0,2.03,0.1,
4578,6.7,,,0.1,Strong Current
4579,0.0,,,0.04,No Current
4580,,324.0,10.64,0.04,
4581,5.9,,,0.04,Strong Current
4582,0.0,,,0.04,No Current
4583,,237.0,7.76,0.04,
4584,3.4,,,0.04,Strong Current
4585,0.0,,,0.04,No Current
4586,,300.0,9.84,0.04,
4587,7.3,,,0.04,Strong Current
4588,0.0,,,0.04,No Current
4589,,77.0,2.52,0.04,
4590,6.9,,,0.04,Strong Current
4591,0.0,,,0.01,No Current
4592,,333.0,10.94,0.01,
4593,6.4,,,0.01,Strong Current
4594,0.0,,,0.01,No Current
4595,,212.0,6.94,0.01,
4596,3.9,,,0.01,Strong Current
4597,0.0,,,0.01,No Current
4598,,307.0,10.07,0.01,
4599,7.1,,,0.01,Strong Current
4600,0.0,,,0.01,No Current
4601,,79.0,2.6,0.01,
4602,6.8,,,0.01,Strong Current
4603,0.0,,,0.0,No Current
4604,,341.0,11.18,0.0,
4605,6.8,,,0.0,Strong Current
4606,0.0,,,0.0,No Current
4607,,180.0,5.91,0.0,
4608,4.3,,,0.0,Strong Current
4609,0.0,,,0.0,No Current
4610,,308.0,10.12,0.0,
4611,6.9,,,0.0,Strong Current
4612,0.0,,,0.0,No Current
4613,,66.0,2.16,0.0,
4614,6.5,,,0.03,Strong Current
4615,0.0,,,0.03,No Current
4616,,347.0,11.38,0.03,
4617,7.1,,,0.03,Strong Current
4618,0.0,,,0.03,No Current
4619,,144.0,4.73,0.03,
4620,4.6,,,0.03,Strong Current
4621,0.0,,,0.03,No Current
4622,,303.0,9.94,0.03,
4623,6.6,,,0.03,Strong Current
4624,0.0,,,0.03,No Current
4625,,36.0,1.19,0.08,
4626,6.2,,,0.08,Strong Current
4627,0.0,,,0.08,No Current
4628,,351.0,11.53,0.08,
4629,7.3,,,0.08,Strong Current
4630,0.0,,,0.08,No Current
4631,,107.0,3.5,0.08,
4632,4.7,,,0.08,Strong Current
4633,0.0,,,0.08,No Current
4634,,291.0,9.56,0.08,
4635,6.4,,,0.08,Strong Current
4636,0.0,,,0.08,No Current
4637,,8.0,0.27,0.16,
4638,5.9,,,0.16,Strong Current
4639,0.0,,,0.16,No Current
4640,,352.0,11.56,0.16,
4641,7.1,,,0.16,Strong Current
4642,0.0,,,0.16,No Current
4643,,72.0,2.36,0.16,
4644,4.5,,,0.16,Strong Current
4645,0.0,,,0.16,No Current
4646,,276.0,9.06,0.16,
4647,6.0,,,0.16,Strong Current
4648,0.0,,,0.26,No Current
4649,,63.0,2.07,0.26,
4650,5.5,,,0.26,Strong Current
4651,0.0,,,0.26,No Current
4652,,348.0,11.41,0.26,
4653,6.8,,,0.26,Strong Current
4654,0.0,,,0.26,No Current
4655,,43.0,1.42,0.26,
4656,4.0,,,0.26,Strong Current
4657,0.0,,,0.26,No Current
4658,,262.0,8.58,0.26,
4659,5.2,,,0.26,Strong Current
4660,0.0,,,0.36,No Current
4661,,123.0,4.02,0.36,
4662,5.0,,,0.36,Strong Current
4663,0.0,,,0.36,No Current
4664,,337.0,11.06,0.36,
4665,6.4,,,0.36,Strong Current
4666,0.0,,,0.36,No Current
4667,,23.0,0.77,0.36,
4668,3.6,,,0.36,Strong Current
4669,0.0,,,0.36,No Current
4670,,253.0,8.29,0.36,
4671,4.6,,,0.36,Strong Current
4672,0.0,,,0.47,No Current
4673,,179.0,5.87,0.47,
4674,4.4,,,0.47,Strong Current
4675,0.0,,,0.47,No Current
4676,,320.0,10.51,0.47,
4677,6.0,,,0.47,Strong Current
4678,0.0,,,0.47,No Current
4679,,12.0,0.4,0.47,
4680,3.8,,,0.47,Strong Current
4681,0.0,,,0.47,No Current
4682,,257.0,8.44,0.58,
4683,4.5,,,0.58,Strong Current
4684,0.0,,,0.58,No Current
4685,,224.0,7.36,0.58,
4686,3.8,,,0.58,Strong Current
4687,0.0,,,0.58,No Current
4688,,300.0,9.84,0.58,
4689,5.8,,,0.58,Strong Current
4690,0.0,,,0.58,No Current
4691,,7.0,0.23,0.58,
4692,4.5,,,0.58,Strong Current
4693,0.0,,,0.58,No Current
4694,,278.0,9.11,0.68,
4695,4.8,,,0.68,Strong Current
4696,0.0,,,0.68,No Current
4697,,245.0,8.05,0.68,
4698,3.4,,,0.68,Strong Current
4699,0.0,,,0.68,No Current
4700,,280.0,9.19,0.68,
4701,5.8,,,0.68,Strong Current
4702,0.0,,,0.68,No Current
4703,,4.0,0.12,0.68,
4704,5.2,,,0.68,Strong Current
4705,0.0,,,0.77,No Current
4706,,299.0,9.81,0.77,
4707,5.4,,,0.77,Strong Current
4708,0.0,,,0.77,No Current
4709,,238.0,7.81,0.77,
4710,3.4,,,0.77,Strong Current
4711,0.0,,,0.77,No Current
4712,,266.0,8.73,0.77,
4713,5.8,,,0.77,Strong Current
4714,0.0,,,0.77,No Current
4715,,0.0,0.01,0.77,
4716,5.7,,,0.77,Strong Current
4717,0.0,,,0.84,No Current
4718,,313.0,10.26,0.84,
4719,5.9,,,0.84,Strong Current
4720,0.0,,,0.84,No Current
4721,,221.0,7.25,0.84,
4722,3.5,,,0.84,Strong Current
4723,0.0,,,0.84,No Current
4724,,261.0,8.55,0.84,
4725,5.8,,,0.84,Strong Current
4726,0.0,,,0.84,No Current
4727,,4.0,0.14,0.84,
4728,5.8,,,0.84,Strong Current
4729,0.0,,,0.91,No Current
4730,,319.0,10.45,0.91,
4731,6.2,,,0.91,Strong Current
4732,0.0,,,0.91,No Current
4733,,203.0,6.67,0.91,
4734,3.7,,,0.91,Strong Current
4735,0.0,,,0.91,No Current
4736,,262.0,8.58,0.91,
4737,5.5,,,0.91,Strong Current
4738,0.0,,,0.91,No Current
4739,,6.0,0.21,0.91,
4740,5.4,,,0.91,Strong Current
4741,0.0,,,0.96,No Current
4742,,318.0,10.44,0.96,
4743,6.3,,,0.96,Strong Current
4744,0.0,,,0.96,No Current
4745,,187.0,6.14,0.96,
4746,3.8,,,0.96,Strong Current
4747,0.0,,,0.96,No Current
4748,,265.0,8.68,0.96,
4749,5.3,,,0.96,Strong Current
4750,0.0,,,0.96,No Current
4751,,5.0,0.17,0.96,
4752,4.9,,,0.96,Strong Current
4753,0.0,,,0.99,No Current
4754,,315.0,10.35,0.99,
4755,6.1,,,0.99,Strong Current
4756,0.0,,,0.99,No Current
4757,,171.0,5.62,0.99,
4758,4.0,,,0.99,Strong Current
4759,0.0,,,0.99,No Current
4760,,267.0,8.75,0.99,
4761,5.1,,,0.99,Strong Current
4762,0.0,,,0.99,No Current
4763,,2.0,0.05,0.99,
4764,4.5,,,1.0,Strong Current
4765,0.0,,,1.0,No Current
4766,,313.0,10.28,1.0,
4767,6.0,,,1.0,Strong Current
4768,0.0,,,1.0,No Current
4769,,154.0,5.05,1.0,
4770,4.1,,,1.0,Strong Current
4771,0.0,,,1.0,No Current
4772,,267.0,8.77,1.0,
4773,5.0,,,1.0,Strong Current
4774,0.0,,,1.0,No Current
4775,,14.0,0.46,1.0,
4776,4.3,,,0.99,Strong Current
4777,0.0,,,0.99,No Current
4778,,313.0,10.27,0.99,
4779,6.0,,,0.99,Strong Current
4780,0.0,,,0.99,No Current
4781,,134.0,4.39,0.99,
4782,4.3,,,0.99,Strong Current
4783,0.0,,,0.99,No Current
4784,,266.0,8.74,0.99,
4785,5.1,,,0.99,Strong Current
4786,0.0,,,0.99,No Current
4787,,34.0,1.1,0.97,
4788,4.3,,,0.97,Strong Current
4789,0.0,,,0.97,No Current
4790,,314.0,10.3,0.97,
4791,6.1,,,0.97,Strong Current
4792,0.0,,,0.97,No Current
4793,,111.0,3.65,0.97,
4794,4.4,,,0.97,Strong Current
4795,0.0,,,0.97,No Current
4796,,265.0,8.68,0.97,
4797,5.2,,,0.97,Strong Current
4798,0.0,,,0.97,No Current
4799,,59.0,1.95,0.93,
4800,4.3,,,0.93,Strong Current
4801,0.0,,,0.93,No Current
4802,,314.0,10.31,0.93,
4803,6.2,,,0.93,Strong Current
4804,0.0,,,0.93,No Current
4805,,88.0,2.88,0.93,
4806,4.4,,,0.93,Strong Current
4807,0.0,,,0.93,No Current
4808,,262.0,8.58,0.93,
4809,5.2,,,0.93,Strong Current
4810,0.0,,,0.88,No Current
4811,,91.0,3.0,0.88,
4812,4.4,,,0.88,Strong Current
4813,0.0,,,0.88,No Current
4814,,312.0,10.23,0.88,
4815,6.3,,,0.88,Strong Current
4816,0.0,,,0.88,No Current
4817,,66.0,2.17,0.88,
4818,4.4,,,0.88,Strong Current
4819,0.0,,,0.88,No Current
4820,,258.0,8.47,0.88,
4821,5.0,,,0.88,Strong Current
4822,0.0,,,0.81,No Current
4823,,127.0,4.18,0.81,
4824,4.2,,,0.81,Strong Current
4825,0.0,,,0.81,No Current
4826,,306.0,10.03,0.81,
4827,6.3,,,0.81,Strong Current
4828,0.0,,,0.81,No Current
4829,,48.0,1.57,0.81,
4830,4.2,,,0.81,Strong Current
4831,0.0,,,0.81,No Current
4832,,255.0,8.35,0.81,
4833,4.4,,,0.81,Strong Current
4834,0.0,,,0.73,No Current
4835,,165.0,5.42,0.73,
4836,3.7,,,0.73,Strong Current
4837,0.0,,,0.73,No Current
4838,,297.0,9.74,0.73,
4839,6.3,,,0.73,Strong Current
4840,0.0,,,0.73,No Current
4841,,34.0,1.13,0.73,
4842,4.0,,,0.73,Strong Current
4843,0.0,,,0.73,No Current
4844,,251.0,8.23,0.73,
4845,3.7,,,0.73,Strong Current
4846,0.0,,,0.63,No Current
4847,,202.0,6.62,0.63,
4848,3.1,,,0.63,Strong Current
4849,0.0,,,0.63,No Current
4850,,286.0,9.39,0.63,
4851,6.1,,,0.63,Strong Current
4852,0.0,,,0.63,No Current
4853,,25.0,0.82,0.63,
4854,4.0,,,0.63,Strong Current
4855,0.0,,,0.63,No Current
4856,,250.0,8.21,0.63,
4857,3.4,,,0.53,Strong Current
4858,,235.0,7.7,0.53,
4859,0.0,,,0.53,No Current
4860,2.4,,,0.53,Strong Current
4861,0.0,,,0.53,No Current
4862,,275.0,9.03,0.53,
4863,6.1,,,0.53,Strong Current
4864,0.0,,,0.53,No Current
4865,,17.0,0.56,0.53,
4866,4.4,,,0.53,Strong Current
4867,0.0,,,0.53,No Current
4868,,258.0,8.48,0.43,
4869,3.8,,,0.43,Strong Current
4870,0.0,,,0.43,No Current
4871,,257.0,8.44,0.43,
4872,2.0,,,0.43,Strong Current
4873,0.0,,,0.43,No Current
4874,,265.0,8.71,0.43,
4875,6.1,,,0.43,Strong Current
4876,0.0,,,0.43,No Current
4877,,6.0,0.2,0.43,
4878,4.9,,,0.43,Strong Current
4879,0.0,,,0.43,No Current
4880,,276.0,9.05,0.32,
4881,4.5,,,0.32,Strong Current
4882,0.0,,,0.32,No Current
4883,,258.0,8.48,0.32,
4884,2.0,,,0.32,Strong Current
4885,0.0,,,0.32,No Current
4886,,260.0,8.52,0.32,
4887,6.2,,,0.32,Strong Current
4888,0.0,,,0.32,No Current
4889,,10.0,0.32,0.32,
4890,5.4,,,0.32,Strong Current
4891,0.0,,,0.22,No Current
4892,,292.0,9.58,0.22,
4893,5.3,,,0.22,Strong Current
4894,0.0,,,0.22,No Current
4895,,242.0,7.95,0.22,
4896,2.5,,,0.22,Strong Current
4897,0.0,,,0.22,No Current
4898,,264.0,8.65,0.22,
4899,6.2,,,0.22,Strong Current
4900,0.0,,,0.22,No Current
4901,,28.0,0.92,0.22,
4902,5.9,,,0.22,Strong Current
4903,0.0,,,0.13,No Current
4904,,305.0,10.0,0.13,
4905,6.0,,,0.13,Strong Current
4906,0.0,,,0.13,No Current
4907,,217.0,7.11,0.13,
4908,3.3,,,0.13,Strong Current
4909,0.0,,,0.13,No Current
4910,,275.0,9.03,0.13,
4911,6.3,,,0.13,Strong Current
4912,0.0,,,0.13,No Current
4913,,42.0,1.37,0.13,
4914,6.2,,,0.13,Strong Current
4915,0.0,,,0.06,No Current
4916,,315.0,10.35,0.06,
4917,6.6,,,0.06,Strong Current
4918,0.0,,,0.06,No Current
4919,,183.0,6.01,0.06,
4920,4.1,,,0.06,Strong Current
4921,0.0,,,0.06,No Current
4922,,289.0,9.47,0.06,
4923,6.4,,,0.06,Strong Current
4924,0.0,,,0.06,No Current
4925,,45.0,1.47,0.06,
4926,6.2,,,0.06,Strong Current
4927,0.0,,,0.02,No Current
4928,,325.0,10.66,0.02,
4929,7.1,,,0.02,Strong Current
4930,0.0,,,0.02,No Current
4931,,144.0,4.71,0.02,
4932,4.7,,,0.02,Strong Current
4933,0.0,,,0.02,No Current
4934,,299.0,9.82,0.02,
4935,6.5,,,0.02,Strong Current
4936,0.0,,,0.02,No Current
4937,,33.0,1.09,0.02,
4938,6.2,,,0.02,Strong Current
4939,0.0,,,0.0,No Current
4940,,333.0,10.93,0.0,
4941,7.4,,,0.0,Strong Current
4942,0.0,,,0.0,No Current
4943,,100.0,3.28,0.0,
4944,5.1,,,0.0,Strong Current
4945,0.0,,,0.0,No Current
4946,,305.0,10.01,0.0,
4947,6.6,,,0.0,Strong Current
4948,0.0,,,0.0,No Current
4949,,7.0,0.22,0.01,
4950,6.1,,,0.01,Strong Current
4951,0.0,,,0.01,No Current
4952,,340.0,11.14,0.01,
4953,7.5,,,0.01,Strong Current
4954,0.0,,,0.01,No Current
4955,,57.0,1.88,0.01,
4956,5.2,,,0.01,Strong Current
4957,0.0,,,0.01,No Current
4958,,305.0,10.02,0.01,
4959,6.5,,,0.01,Strong Current
4960,0.0,,,0.01,No Current
4961,,32.0,1.06,0.06,
4962,6.0,,,0.06,Strong Current
4963,0.0,,,0.06,No Current
4964,,342.0,11.21,0.06,
4965,7.5,,,0.06,Strong Current
4966,0.0,,,0.06,No Current
4967,,21.0,0.68,0.06,
4968,5.1,,,0.06,Strong Current
4969,0.0,,,0.06,No Current
4970,,301.0,9.89,0.06,
4971,6.3,,,0.06,Strong Current
4972,0.0,,,0.13,No Current
4973,,79.0,2.6,0.13,
4974,5.8,,,0.13,Strong Current
4975,0.0,,,0.13,No Current
4976,,338.0,11.1,0.13,
4977,7.4,,,0.13,Strong Current
4978,0.0,,,0.13,No Current
4979,,5.0,0.17,0.13,
4980,4.8,,,0.13,Strong Current
4981,0.0,,,0.13,No Current
4982,,294.0,9.66,0.13,
4983,5.9,,,0.13,Strong Current
4984,0.0,,,0.21,No Current
4985,,129.0,4.22,0.21,
4986,5.4,,,0.21,Strong Current
4987,0.0,,,0.21,No Current
4988,,327.0,10.74,0.21,
4989,7.1,,,0.21,Strong Current
4990,0.0,,,0.21,No Current
4991,,18.0,0.58,0.21,
4992,4.4,,,0.21,Strong Current
4993,0.0,,,0.21,No Current
4994,,286.0,9.37,0.21,
4995,5.1,,,0.21,Strong Current
4996,0.0,,,0.31,No Current
4997,,174.0,5.72,0.31,
4998,4.7,,,0.31,Strong Current
4999,0.0,,,0.31,No Current
5000,,310.0,10.16,0.31,
5001,6.6,,,0.31,Strong Current
5002,0.0,,,0.31,No Current
5003,,16.0,0.54,0.31,
5004,4.2,,,0.31,Strong Current
5005,0.0,,,0.31,No Current
5006,,279.0,9.14,0.31,
5007,4.6,,,0.41,Strong Current
5008,0.0,,,0.41,No Current
5009,,212.0,6.95,0.41,
5010,3.7,,,0.41,Strong Current
5011,0.0,,,0.41,No Current
5012,,287.0,9.4,0.41,
5013,6.0,,,0.41,Strong Current
5014,0.0,,,0.41,No Current
5015,,5.0,0.16,0.41,
5016,4.3,,,0.41,Strong Current
5017,0.0,,,0.41,No Current
5018,,278.0,9.11,0.52,
5019,4.6,,,0.52,Strong Current
5020,0.0,,,0.52,No Current
5021,,232.0,7.62,0.52,
5022,2.9,,,0.52,Strong Current
5023,0.0,,,0.52,No Current
5024,,262.0,8.59,0.52,
5025,5.3,,,0.52,Strong Current
5026,0.0,,,0.52,No Current
5027,,10.0,0.34,0.52,
5028,4.5,,,0.52,Strong Current
5029,0.0,,,0.52,No Current
5030,,286.0,9.37,0.62,
5031,4.9,,,0.62,Strong Current
5032,0.0,,,0.62,No Current
5033,,226.0,7.41,0.62,
5034,2.5,,,0.62,Strong Current
5035,0.0,,,0.62,No Current
5036,,241.0,7.92,0.62,
5037,4.8,,,0.62,Strong Current
5038,0.0,,,0.62,No Current
5039,,22.0,0.73,0.62,
5040,4.8,,,0.62,Strong Current
5041,0.0,,,0.71,No Current
5042,,295.0,9.67,0.71,
5043,5.4,,,0.71,Strong Current
5044,0.0,,,0.71,No Current
5045,,204.0,6.68,0.71,
5046,2.7,,,0.71,Strong Current
5047,0.0,,,0.71,No Current
5048,,232.0,7.62,0.71,
5049,4.5,,,0.71,Strong Current
5050,0.0,,,0.71,No Current
5051,,27.0,0.89,0.71,
5052,4.8,,,0.71,Strong Current
5053,0.0,,,0.79,No Current
5054,,300.0,9.85,0.79,
5055,5.9,,,0.79,Strong Current
5056,0.0,,,0.79,No Current
5057,,180.0,5.9,0.79,
5058,3.2,,,0.79,Strong Current
5059,0.0,,,0.79,No Current
5060,,234.0,7.69,0.79,
5061,4.5,,,0.79,Strong Current
5062,0.0,,,0.79,No Current
5063,,28.0,0.92,0.79,
5064,4.6,,,0.79,Strong Current
5065,0.0,,,0.87,No Current
5066,,302.0,9.9,0.87,
5067,6.1,,,0.87,Strong Current
5068,0.0,,,0.87,No Current
5069,,158.0,5.17,0.87,
5070,3.7,,,0.87,Strong Current
5071,0.0,,,0.87,No Current
5072,,242.0,7.94,0.87,
5073,4.5,,,0.87,Strong Current
5074,0.0,,,0.87,No Current
5075,,30.0,1.0,0.87,
5076,4.3,,,0.87,Strong Current
5077,0.0,,,0.92,No Current
5078,,301.0,9.86,0.92,
5079,6.1,,,0.92,Strong Current
5080,0.0,,,0.92,No Current
5081,,137.0,4.49,0.92,
5082,4.1,,,0.92,Strong Current
5083,0.0,,,0.92,No Current
5084,,250.0,8.21,0.92,
5085,4.7,,,0.92,Strong Current
5086,0.0,,,0.92,No Current
5087,,37.0,1.23,0.92,
5088,4.0,,,0.97,Strong Current
5089,0.0,,,0.97,No Current
5090,,299.0,9.8,0.97,
5091,6.0,,,0.97,Strong Current
5092,0.0,,,0.97,No Current
5093,,115.0,3.78,0.97,
5094,4.4,,,0.97,Strong Current
5095,0.0,,,0.97,No Current
5096,,258.0,8.45,0.97,
5097,4.9,,,0.97,Strong Current
5098,0.0,,,0.97,No Current
5099,,51.0,1.67,0.97,
5100,4.1,,,0.99,Strong Current
5101,0.0,,,0.99,No Current
5102,,298.0,9.79,0.99,
5103,6.1,,,0.99,Strong Current
5104,0.0,,,0.99,No Current
5105,,92.0,3.02,0.99,
5106,4.6,,,0.99,Strong Current
5107,0.0,,,0.99,No Current
5108,,264.0,8.66,0.99,
5109,5.1,,,0.99,Strong Current
5110,0.0,,,0.99,No Current
5111,,70.0,2.29,1.0,
5112,4.2,,,1.0,Strong Current
5113,0.0,,,1.0,No Current
5114,,299.0,9.82,1.0,
5115,6.3,,,1.0,Strong Current
5116,0.0,,,1.0,No Current
5117,,67.0,2.21,1.0,
5118,4.7,,,1.0,Strong Current
5119,0.0,,,1.0,No Current
5120,,270.0,8.85,1.0,
5121,5.3,,,1.0,Strong Current
5122,0.0,,,1.0,No Current
5123,,93.0,3.06,0.99,
5124,4.4,,,0.99,Strong Current
5125,0.0,,,0.99,No Current
5126,,300.0,9.83,0.99,
5127,6.5,,,0.99,Strong Current
5128,0.0,,,0.99,No Current
5129,,43.0,1.4,0.99,
5130,4.8,,,0.99,Strong Current
5131,0.0,,,0.99,No Current
5132,,276.0,9.04,0.99,
5133,5.4,,,0.99,Strong Current
5134,0.0,,,0.99,No Current
